ts,SA,NSW
2018-08-25 13:18:57,50.43425,49.822433
2018-08-25 13:18:58,50.437592,49.812031
2018-08-25 13:18:59,50.435833,49.80291
2018-08-25 13:19:00,50.427464,49.796814
2018-08-25 13:19:01,50.416573,49.7938
2018-08-25 13:19:02,50.406269,49.795918
2018-08-25 13:19:03,50.397911,49.800282
2018-08-25 13:19:04,50.392635,49.806927
2018-08-25 13:19:05,50.391384,49.814541
2018-08-25 13:19:06,50.392632,49.823048
2018-08-25 13:19:07,50.395687,49.829533
2018-08-25 13:19:08,50.399559,49.831352
2018-08-25 13:19:09,50.403126,49.831879
2018-08-25 13:19:10,50.402737,49.833317
2018-08-25 13:19:11,50.399063,49.832767
2018-08-25 13:19:12,50.394032,49.830101
2018-08-25 13:19:13,50.389107,49.825676
2018-08-25 13:19:14,50.385006,49.820511
2018-08-25 13:19:15,50.381313,49.810577
2018-08-25 13:19:16,50.377834,49.800743
2018-08-25 13:19:17,50.374935,49.796932
2018-08-25 13:19:18,50.373886,49.795574
2018-08-25 13:19:19,50.375946,49.794994
2018-08-25 13:19:20,50.379162,49.796551
2018-08-25 13:19:21,50.383026,49.800613
2018-08-25 13:19:22,50.386288,49.805248
2018-08-25 13:19:23,50.388863,49.809429
2018-08-25 13:19:24,50.389698,49.809597
2018-08-25 13:19:25,50.387928,49.807812
2018-08-25 13:19:26,50.384487,49.806335
2018-08-25 13:19:27,50.379696,49.809101
2018-08-25 13:19:28,50.374805,49.812538
2018-08-25 13:19:29,50.371063,49.816555
2018-08-25 13:19:30,50.365757,49.818985
2018-08-25 13:19:31,50.358429,49.819572
2018-08-25 13:19:32,50.349789,49.818619
2018-08-25 13:19:33,50.342457,49.816143
2018-08-25 13:19:34,50.338337,49.813927
2018-08-25 13:19:35,50.33757,49.811462
2018-08-25 13:19:36,50.338997,49.807995
2018-08-25 13:19:37,50.343555,49.805424
2018-08-25 13:19:38,50.350792,49.803883
2018-08-25 13:19:39,50.3587,49.802155
2018-08-25 13:19:40,50.364758,49.800442
2018-08-25 13:19:41,50.368053,49.799541
2018-08-25 13:19:42,50.368279,49.79797
2018-08-25 13:19:43,50.367893,49.79689
2018-08-25 13:19:44,50.365742,49.797993
2018-08-25 13:19:45,50.363316,49.799644
2018-08-25 13:19:46,50.361809,49.801765
2018-08-25 13:19:47,50.359982,49.805344
2018-08-25 13:19:48,50.360737,49.809341
2018-08-25 13:19:49,50.36327,49.812656
2018-08-25 13:19:50,50.366364,49.816002
2018-08-25 13:19:51,50.371288,49.818417
2018-08-25 13:19:52,50.376614,49.81921
2018-08-25 13:19:53,50.381054,49.819588
2018-08-25 13:19:54,50.386196,49.818951
2018-08-25 13:19:55,50.389706,49.815029
2018-08-25 13:19:56,50.391193,49.808834
2018-08-25 13:19:57,50.392242,49.801807
2018-08-25 13:19:58,50.394676,49.798042
2018-08-25 13:19:59,50.399319,49.801815
2018-08-25 13:20:00,50.402573,49.804398
2018-08-25 13:20:01,50.404343,49.804008
2018-08-25 13:20:02,50.404499,49.801384
2018-08-25 13:20:03,50.402512,49.800316
2018-08-25 13:20:04,50.399265,49.800678
2018-08-25 13:20:05,50.396984,49.801414
