postcode,long,lat
3685,146.453,-36.048
3687,146.421,-36.005
3688,146.721,-36.156
3690,146.849,-36.117
3691,147.135,-36.274
3694,146.932,-36.144
3695,147.119,-36.317
3697,147.2,-36.685
3698,147.138,-36.766
3699,147.288,-36.835
3700,147.271,-36.186
3701,147.449,-36.497
3704,147.485,-36.15
3705,147.799,-36.147
3707,147.926,-36.459
3708,147.913,-36.06
3709,147.667,-36.039
3711,145.711,-37.438
3712,145.839,-37.367
3713,145.989,-37.339
3714,145.72,-37.213
3715,145.754,-36.989
3717,145.454,-37.306
3718,145.525,-37.161
3719,145.609,-37.045
3720,145.881,-37.017
3722,146.137,-37.045
3723,146.28,-37.232
3725,145.895,-36.4
3726,145.99,-36.334
3727,145.941,-36.249
3728,145.933,-36.155
3730,145.972,-36.052
3732,146.33,-36.688
3733,146.413,-36.753
3735,146.603,-36.537
3737,146.814,-36.859
3738,146.784,-36.604
3739,146.846,-36.639
3740,146.864,-36.814
3741,147.103,-36.904
3744,146.985,-36.791
3746,146.554,-36.325
3747,146.711,-36.355
3749,146.867,-36.357
3750,145.005,-37.591
3751,145.033,-37.543
3752,145.084,-37.632
3753,144.972,-37.476
3754,145.117,-37.595
3755,145.127,-37.55
3756,144.926,-37.413
3757,145.194,-37.477
3758,145.034,-37.359
3759,145.246,-37.643
3760,145.288,-37.627
3761,145.287,-37.583
3762,144.939,-37.354
3763,145.358,-37.511
3764,144.934,-37.212
3765,145.347,-37.813
3766,145.383,-37.817
3767,145.35,-37.836
3770,145.424,-37.711
3775,145.379,-37.625
3777,145.52,-37.59
3778,145.635,-37.556
3779,145.94,-37.579
3781,145.511,-37.933
3782,145.457,-37.921
3783,145.639,-37.945
3785,145.316,-37.879
3786,145.335,-37.877
3787,145.352,-37.865
3788,145.38,-37.852
3789,145.359,-37.889
3791,145.405,-37.9
3792,145.402,-37.892
3793,145.428,-37.874
3795,145.433,-37.837
3796,145.388,-37.787
3797,145.704,-37.845
3799,145.805,-37.705
3800,145.135,-37.911
3802,145.256,-37.97
3803,145.269,-38.007
3804,145.327,-37.976
3805,145.304,-38.037
3806,145.352,-38.027
3807,145.385,-38.034
3808,145.432,-37.995
3809,145.417,-38.073
3810,145.493,-38.073
3812,145.569,-38.073
3813,145.628,-38.049
3814,145.656,-38.101
3815,145.71,-38.075
3816,145.772,-38.091
3818,145.842,-38.139
3820,145.939,-38.161
3821,145.971,-38.167
3822,146.009,-38.2
3823,146.068,-38.22
3824,146.168,-38.222
3825,146.328,-37.912
3831,146.02,-37.999
3832,145.99,-37.922
3833,146.061,-37.849
3835,146.171,-38.304
3840,146.421,-38.281
3842,146.424,-38.316
3844,146.612,-38.278
3847,146.828,-38.22
3850,147.073,-38.104
3851,147.143,-38.218
3852,147.143,-38.104
3854,146.593,-38.115
3856,146.592,-38.036
3857,146.674,-38.016
3858,146.685,-37.573
3859,146.874,-37.919
3860,146.947,-37.714
3862,147.191,-37.509
3864,147.315,-37.822
3865,147.466,-37.799
3869,146.361,-38.365
3870,146.35,-38.45
3871,146.179,-38.408
3873,146.693,-38.303
3874,146.894,-38.529
3875,147.55,-37.683
3878,147.68,-37.904
3880,147.755,-37.928
3882,147.749,-37.813
3885,148.195,-37.298
3886,148.451,-37.752
3887,148.056,-37.697
3888,148.607,-37.355
3889,148.878,-37.546
3890,149.211,-37.49
3891,149.52,-37.548
3892,149.8,-37.51
3893,147.79,-37.511
3895,147.853,-37.363
3896,147.796,-37.231
3898,147.509,-37.036
3900,147.912,-36.873
3902,147.811,-37.816
3903,147.869,-37.814
3904,147.843,-37.869
3909,148.012,-37.816
3910,145.197,-38.155
3911,145.173,-38.195
3912,145.222,-38.216
3913,145.187,-38.265
3915,145.132,-38.298
3916,145.052,-38.41
3918,145.17,-38.337
3919,145.203,-38.352
3920,145.198,-38.381
3921,145.365,-38.35
3922,145.217,-38.487
3923,145.28,-38.469
3925,145.373,-38.527
3926,145.1,-38.351
3927,145.159,-38.381
3928,144.967,-38.4
3929,144.978,-38.458
3930,145.093,-38.195
3931,145.06,-38.23
3933,145.119,-38.247
3934,145.031,-38.275
3936,144.999,-38.336
3937,145.025,-38.373
3938,144.933,-38.356
3939,144.896,-38.422
3940,144.876,-38.374
3941,144.82,-38.389
3942,144.772,-38.369
3943,144.741,-38.345
3944,144.7,-38.322
3945,145.677,-38.395
3946,145.744,-38.426
3950,145.843,-38.421
3951,145.793,-38.467
3953,145.979,-38.461
3954,145.952,-38.56
3956,145.96,-38.686
3957,146.091,-38.593
3958,146.015,-38.671
3959,146.085,-38.749
3960,146.303,-38.838
3962,146.349,-38.615
3964,146.269,-38.685
3965,146.477,-38.687
3966,146.435,-38.625
3967,146.542,-38.655
3971,146.639,-38.551
3975,145.238,-38.065
3976,145.269,-38.039
3977,145.275,-38.14
3978,145.374,-38.133
3979,145.622,-38.469
3980,145.371,-38.205
3981,145.581,-38.202
3984,145.559,-38.306
3987,145.684,-38.309
3988,145.803,-38.318
3990,145.526,-38.451
3991,145.466,-38.477
3992,145.583,-38.532
3995,145.589,-38.576
3996,145.759,-38.617
4000,153.024,-27.465
4005,153.046,-27.464
4006,153.033,-27.449
4007,153.066,-27.434
4008,153.119,-27.393
4009,153.09,-27.432
4010,153.044,-27.433
4011,153.062,-27.419
4012,153.055,-27.398
4013,153.073,-27.392
4014,153.085,-27.369
4017,153.051,-27.314
4018,153.039,-27.341
4019,153.091,-27.247
4020,153.102,-27.214
4021,153.084,-27.225
4022,153.055,-27.211
4025,153.406,-27.151
4029,153.027,-27.448
4030,153.036,-27.426
4031,153.03,-27.407
4032,153.023,-27.384
4034,153.043,-27.356
4035,152.982,-27.353
4036,153.02,-27.306
4037,152.937,-27.34
4051,152.99,-27.428
4053,152.989,-27.398
4054,152.953,-27.405
4055,152.93,-27.391
4059,153.007,-27.451
4060,152.984,-27.443
4061,152.942,-27.446
4064,153,-27.463
4065,152.978,-27.46
4066,152.959,-27.476
4067,152.999,-27.5
4068,152.978,-27.505
4069,152.889,-27.495
4070,152.871,-27.558
4072,153.013,-27.498
4073,152.952,-27.546
4074,152.926,-27.551
4075,152.979,-27.548
4076,152.929,-27.582
4077,152.972,-27.595
4078,152.959,-27.62
4101,153.014,-27.483
4102,153.034,-27.494
4103,153.03,-27.511
4104,153.013,-27.514
4105,153.017,-27.532
4106,153.002,-27.551
4107,153.033,-27.55
4108,153.023,-27.567
4109,153.059,-27.582
4110,153.009,-27.612
4111,153.053,-27.549
4112,153.094,-27.607
4113,153.085,-27.588
4114,153.109,-27.646
4115,153.031,-27.634
4116,153.056,-27.63
4117,153.083,-27.643
4118,153.037,-27.67
4119,153.111,-27.609
4120,153.048,-27.507
4121,153.057,-27.524
4122,153.091,-27.543
4123,153.125,-27.579
4124,152.931,-27.727
4125,153.047,-27.725
4127,153.148,-27.626
4128,153.175,-27.657
4129,153.186,-27.684
4130,153.238,-27.669
4131,153.139,-27.67
4132,153.091,-27.681
4133,153.102,-27.727
4151,153.061,-27.499
4152,153.1,-27.503
4153,153.134,-27.509
4154,153.165,-27.489
4155,153.168,-27.517
4156,153.158,-27.56
4157,153.202,-27.566
4158,153.201,-27.484
4159,153.21,-27.5
4160,153.246,-27.5
4161,153.229,-27.532
4163,153.267,-27.533
4164,153.261,-27.568
4165,153.271,-27.631
4169,153.043,-27.481
4170,153.08,-27.471
4171,153.062,-27.455
4172,153.108,-27.454
4173,153.127,-27.473
4174,153.131,-27.447
4178,153.188,-27.398
4179,153.175,-27.465
4183,153.454,-27.547
4184,153.37,-27.625
4205,153.157,-27.687
4207,153.2,-27.765
4208,153.318,-27.774
4209,153.318,-27.838
4210,153.255,-27.912
4211,153.224,-28.129
4212,153.347,-27.888
4213,153.319,-28.135
4214,153.365,-27.962
4215,153.4,-27.967
4216,153.403,-27.877
4217,153.408,-27.998
4218,153.422,-28.04
4220,153.433,-28.093
4221,153.455,-28.128
4222,153.381,-27.963
4223,153.413,-28.194
4224,153.491,-28.149
4225,153.518,-28.164
4226,153.387,-28.058
4227,153.403,-28.101
4228,153.372,-28.18
4229,153.417,-28.073
4230,153.384,-28.076
4270,153.135,-27.871
4271,153.203,-27.913
4272,153.192,-27.947
4275,153.145,-28.07
4280,153.017,-27.811
4285,152.949,-28.054
4287,152.807,-28.267
4300,152.905,-27.648
4301,152.857,-27.634
4303,152.837,-27.602
4304,152.804,-27.609
4305,152.75,-27.659
4306,152.397,-27.088
4307,152.624,-27.816
4309,152.519,-28.02
4310,152.666,-28.089
4311,152.427,-27.419
4312,152.472,-27.219
4313,152.368,-27.118
4340,152.51,-27.753
4341,152.382,-27.714
4342,152.386,-27.552
4343,152.251,-27.699
4344,152.102,-27.579
4345,152.335,-27.553
4346,152.59,-27.56
4347,152.177,-27.617
4350,151.878,-27.574
4352,151.631,-27.789
4353,151.88,-27.155
4354,151.861,-27.296
4355,152.066,-27.143
4356,151.55,-27.658
4357,151.114,-27.985
4358,151.811,-27.777
4359,152.025,-27.788
4360,151.922,-27.837
4361,151.918,-27.934
4362,152.061,-28.027
4363,151.735,-27.683
4364,151.429,-27.716
4365,151.621,-28.021
4370,151.998,-28.23
4371,152.319,-28.179
4372,152.24,-28.301
4373,152.354,-28.32
4374,151.836,-28.467
4375,151.946,-28.524
4376,151.933,-28.553
4377,152.03,-28.546
4378,151.933,-28.615
4380,151.693,-28.757
4381,151.876,-28.752
4382,151.8,-28.853
4383,151.948,-28.925
4384,151.179,-28.738
4385,151.116,-28.815
4387,151.158,-28.46
4388,150.604,-28.566
4390,150.384,-28.232
4400,151.8,-27.488
4401,151.714,-27.399
4402,151.825,-26.958
4403,151.546,-27.338
4404,151.454,-27.267
4405,151.11,-27.225
4406,150.436,-27.486
4407,150.99,-27.568
4408,151.356,-26.836
4410,151.119,-26.694
4411,150.962,-26.852
4412,150.82,-26.87
4413,150.632,-26.387
4415,150.229,-26.509
4416,149.96,-26.955
4417,149.133,-27.202
4418,150.09,-26.259
4419,150.023,-25.983
4420,149.502,-25.44
4421,150.476,-27.259
4422,149.727,-27.616
4423,149.503,-27.358
4424,149.947,-26.651
4425,149.77,-26.626
4426,149.625,-26.547
4427,149.461,-26.346
4428,149.206,-26.469
4454,148.619,-25.658
4455,148.656,-26.698
4461,148.371,-26.642
4462,148.207,-26.531
4465,147.812,-26.304
4467,147.453,-26.343
4468,146.946,-26.694
4470,146.186,-26.236
4472,145.445,-24.591
4474,144.773,-25.782
4475,144.974,-26.859
4477,147.111,-25.39
4478,146.262,-25.051
4479,145.535,-26.657
4480,142.965,-26.764
4481,141.713,-25.567
4482,139.162,-25.406
4486,147.935,-28.643
4487,148.565,-27.884
4488,147.197,-28.06
4489,146.073,-27.277
4490,145.768,-28.143
4491,145.017,-28.213
4492,142.779,-28.243
4493,144.347,-28.805
4494,149.625,-28.222
4496,149.349,-28.485
4497,148.918,-28.508
4498,149.851,-28.375
4500,152.932,-27.302
4501,152.986,-27.282
4502,152.972,-27.265
4503,152.962,-27.24
4504,152.931,-27.187
4505,152.985,-27.149
4506,152.923,-27.134
4507,153.136,-26.989
4508,153.016,-27.183
4509,153.031,-27.233
4510,152.97,-27.074
4511,153.079,-27.072
4512,152.855,-27.026
4514,152.729,-26.946
4515,152.479,-26.756
4516,152.961,-27
4517,152.97,-26.951
4518,152.938,-26.905
4519,152.962,-26.86
4520,152.831,-27.325
4521,152.766,-27.152
4550,152.982,-26.808
4551,153.086,-26.8
4552,152.759,-26.737
4553,153.003,-26.759
4554,152.966,-26.731
4555,152.949,-26.693
4556,153.053,-26.698
4557,153.106,-26.696
4558,153.079,-26.653
4559,152.979,-26.657
4560,152.93,-26.611
4561,152.991,-26.544
4562,152.916,-26.485
4563,152.881,-26.428
4564,153.082,-26.606
4565,153.003,-26.298
4566,153.061,-26.423
4567,153.096,-26.406
4568,152.851,-26.365
4569,152.813,-26.34
4570,152.597,-26.17
4571,152.929,-26.228
4572,153.104,-26.671
4573,153.076,-26.51
4574,152.722,-26.614
4575,153.125,-26.727
4580,153.004,-25.987
4581,153.141,-25.272
4600,152.24,-26.081
4601,152.088,-26.11
4605,151.892,-26.144
4606,151.8,-26.269
4608,151.819,-26.373
4610,151.467,-26.529
4611,151.763,-26.176
4612,151.626,-26.001
4613,151.384,-26.181
4614,151.931,-26.847
4615,151.963,-26.645
4620,152.281,-25.655
4621,152.036,-25.504
4625,151.643,-25.615
4626,151.09,-25.802
4627,150.835,-25.364
4630,151.084,-24.855
4650,152.638,-25.643
4655,152.825,-25.372
4659,152.61,-25.298
4660,152.333,-25.208
4662,152.576,-25.354
4670,152.235,-24.856
4671,151.764,-25.054
4673,152.061,-24.717
4674,151.875,-24.54
4676,151.635,-24.595
4677,151.689,-24.298
4678,151.526,-24.175
4680,151.14,-24.141
4694,151.095,-23.778
4695,150.959,-23.782
4697,150.775,-23.831
4699,150.647,-23.653
4700,150.596,-23.358
4701,150.608,-23.312
4702,149.334,-23.771
4703,150.674,-23.004
4704,150.389,-23.126
4705,149.162,-22.765
4706,149.68,-22.644
4707,149.406,-22.23
4709,148.352,-23.034
4710,150.8,-23.266
4711,150.464,-23.272
4712,149.679,-23.684
4713,149.446,-24.136
4714,150.395,-23.721
4715,150.522,-24.401
4716,150.665,-24.589
4717,148.791,-23.485
4718,149.524,-24.706
4719,150.211,-25.079
4720,148.256,-23.455
4721,147.187,-22.508
4722,147.693,-24.327
4723,148.095,-23.066
4724,146.707,-23.634
4725,145.336,-23.617
4726,145.346,-22.488
4727,144.545,-23.661
4728,146.091,-23.257
4730,143.342,-23.639
4731,144.164,-24.572
4732,144.658,-22.427
4733,143.335,-22.039
4735,141.683,-23.267
4736,143.174,-25.048
4737,149.091,-21.477
4738,149.258,-21.647
4739,149.371,-21.865
4740,149.128,-21.157
4741,148.634,-21.277
4742,148.474,-21.741
4743,147.997,-21.348
4744,147.89,-21.947
4745,148.342,-22.571
4746,148.826,-22.677
4750,149.147,-21.026
4751,149.044,-21.203
4753,148.928,-21.147
4754,148.788,-21.255
4756,148.6,-21.123
4757,148.479,-21.187
4798,148.75,-20.817
4799,148.578,-20.7
4800,148.523,-20.405
4801,148.888,-20.051
4802,148.888,-20.237
4803,148.961,-20.353
4804,147.488,-20.993
4805,147.89,-20.215
4806,147.402,-19.843
4807,147.198,-19.937
4808,147.348,-19.503
4809,147.059,-19.579
4810,146.967,-19.309
4811,146.814,-19.355
4812,146.79,-19.286
4814,146.765,-19.299
4815,146.65,-19.528
4816,144.782,-20.395
4817,146.502,-19.436
4818,146.548,-19.229
4819,146.833,-19.139
4820,146.036,-20.446
4821,144.034,-20.805
4822,142.912,-20.342
4823,141.061,-20.424
4824,140.311,-20.113
4825,138.696,-20.497
4828,138.511,-19.611
4829,139.462,-23.732
4830,138.936,-17.824
4849,146.07,-18.352
4850,145.681,-18.722
4852,146.082,-17.893
4854,145.826,-17.971
4855,146.022,-17.826
4856,145.978,-17.738
4858,146.07,-17.592
4859,145.959,-17.595
4860,145.844,-17.439
4861,145.944,-17.328
4865,145.778,-17.112
4868,145.744,-16.974
4869,145.749,-17.03
4870,145.697,-17.007
4871,143.445,-17.981
4872,145.158,-17.918
4873,145.281,-16.269
4874,142.431,-12.121
4875,142.332,-10.124
4876,142.337,-10.974
4877,145.494,-16.594
4878,145.709,-16.843
4879,145.68,-16.782
4880,145.359,-16.979
4881,145.566,-16.833
4882,145.465,-17.192
4883,145.5,-17.322
4884,145.69,-17.27
4885,145.63,-17.39
4886,145.609,-17.527
4887,145.201,-17.41
4888,145.431,-17.583
4890,141.247,-17.501
4891,140.872,-17.488
4892,142.901,-15.308
4895,144.924,-15.14
5000,138.601,-34.929
5005,138.605,-34.919
5006,138.595,-34.908
5007,138.57,-34.903
5008,138.568,-34.886
5009,138.55,-34.892
5010,138.568,-34.863
5011,138.536,-34.881
5012,138.547,-34.862
5013,138.544,-34.842
5014,138.515,-34.868
5015,138.508,-34.838
5016,138.498,-34.823
5017,138.502,-34.787
5018,138.491,-34.788
5019,138.485,-34.848
5020,138.485,-34.865
5021,138.495,-34.873
5022,138.498,-34.906
5023,138.52,-34.895
5024,138.511,-34.933
5025,138.536,-34.911
5031,138.568,-34.923
5032,138.538,-34.925
5033,138.56,-34.939
5034,138.59,-34.955
5035,138.578,-34.949
5037,138.557,-34.955
5038,138.553,-34.969
5039,138.574,-34.98
5040,138.532,-34.966
5041,138.593,-34.985
5042,138.577,-35.01
5043,138.554,-34.996
5044,138.526,-34.992
5045,138.519,-34.976
5046,138.54,-35.007
5047,138.551,-35.028
5048,138.525,-35.016
5049,138.525,-35.045
5050,138.591,-35.025
5051,138.622,-35.033
5052,138.642,-35.007
5061,138.606,-34.956
5062,138.63,-34.982
5063,138.622,-34.951
5064,138.646,-34.961
5065,138.639,-34.939
5066,138.669,-34.943
5067,138.632,-34.922
5068,138.653,-34.921
5069,138.626,-34.909
5070,138.642,-34.897
5072,138.694,-34.912
5073,138.681,-34.896
5074,138.669,-34.882
5075,138.676,-34.868
5076,138.731,-34.872
5081,138.616,-34.892
5082,138.592,-34.884
5083,138.611,-34.878
5084,138.59,-34.86
5085,138.619,-34.856
5086,138.642,-34.86
5087,138.646,-34.872
5088,138.672,-34.852
5089,138.706,-34.854
5090,138.696,-34.845
5091,138.732,-34.823
5092,138.683,-34.823
5093,138.661,-34.836
5094,138.574,-34.819
5095,138.616,-34.818
5096,138.658,-34.803
5097,138.708,-34.822
5098,138.643,-34.831
5106,138.635,-34.792
5107,138.61,-34.784
5108,138.624,-34.758
5109,138.675,-34.772
5110,138.569,-34.737
5111,138.635,-34.719
5112,138.672,-34.736
5113,138.678,-34.701
5114,138.762,-34.709
5115,138.69,-34.652
5116,138.722,-34.631
5117,138.65,-34.639
5118,138.732,-34.585
5120,138.528,-34.677
5121,138.622,-34.673
5125,138.727,-34.774
5126,138.728,-34.798
5127,138.687,-34.799
5131,138.765,-34.802
5132,138.762,-34.849
5133,138.792,-34.802
5134,138.758,-34.891
5136,138.736,-34.918
5137,138.74,-34.938
5138,138.773,-34.935
5139,138.801,-34.93
5140,138.692,-34.95
5141,138.712,-34.944
5142,138.745,-34.961
5144,138.769,-34.968
5150,138.67,-34.971
5151,138.733,-34.978
5152,138.7,-34.988
5153,138.782,-35.109
5154,138.74,-35.017
5155,138.766,-35.003
5156,138.681,-35.025
5157,138.7,-35.18
5158,138.531,-35.068
5159,138.594,-35.073
5160,138.493,-35.107
5161,138.532,-35.095
5162,138.54,-35.115
5163,138.553,-35.141
5164,138.496,-35.13
5165,138.478,-35.135
5166,138.476,-35.121
5167,138.475,-35.157
5168,138.5,-35.165
5169,138.483,-35.189
5170,138.481,-35.232
5171,138.567,-35.203
5172,138.598,-35.287
5173,138.47,-35.28
5174,138.482,-35.334
5201,138.732,-35.206
5202,138.481,-35.404
5203,138.355,-35.539
5204,138.229,-35.563
5210,138.644,-35.346
5211,138.528,-35.522
5212,138.672,-35.507
5213,138.71,-35.484
5214,138.806,-35.473
5220,137.257,-35.782
5221,137.754,-35.778
5222,137.96,-35.812
5223,137.165,-35.83
5231,138.852,-34.766
5232,138.836,-34.862
5233,138.907,-34.811
5234,138.976,-34.818
5235,139.086,-34.698
5236,139.072,-34.868
5237,139.189,-34.812
5238,139.525,-34.845
5240,138.823,-34.924
5241,138.874,-34.9
5242,138.824,-34.995
5243,138.858,-34.98
5244,138.959,-34.931
5245,138.808,-35.034
5250,138.864,-35.042
5251,138.886,-35.1
5252,138.965,-35.046
5253,139.396,-35.108
5254,139.151,-35.059
5255,138.955,-35.286
5256,138.96,-35.422
5259,139.29,-35.456
5260,139.491,-35.285
5261,139.737,-35.551
5262,140.884,-36.808
5263,140.883,-37.292
5264,139.485,-35.886
5265,139.786,-35.729
5266,139.943,-35.977
5267,140.411,-36.134
5268,140.783,-36.364
5269,140.905,-36.358
5270,140.554,-36.385
5271,140.608,-36.846
5272,140.336,-37.079
5273,140.178,-36.943
5275,139.98,-36.717
5276,139.933,-37.256
5277,140.824,-37.4
5278,140.716,-37.562
5279,140.568,-37.489
5280,140.307,-37.527
5290,140.78,-37.828
5291,140.724,-37.86
5301,140.042,-35.422
5302,140.545,-35.564
5303,140.696,-35.314
5304,140.833,-35.145
5306,139.704,-35.132
5307,140.019,-35.159
5308,139.954,-34.767
5309,140.202,-34.93
5310,140.287,-34.709
5311,140.607,-34.64
5320,139.552,-33.977
5321,139.779,-34.091
5322,139.908,-34.145
5330,140.058,-34.2
5331,140.318,-34.221
5332,140.297,-34.347
5333,140.504,-34.503
5340,140.858,-34.178
5341,140.789,-33.636
5342,140.571,-34.192
5343,140.574,-34.344
5344,140.549,-34.282
5345,140.451,-34.288
5346,140.411,-34.235
5350,138.838,-34.574
5351,138.929,-34.663
5352,138.943,-34.544
5353,139.302,-34.598
5354,139.691,-34.574
5355,138.978,-34.452
5356,139.259,-34.384
5357,139.656,-34.354
5360,138.913,-34.445
5371,138.78,-34.492
5372,138.815,-34.446
5373,138.919,-34.313
5374,139.222,-34.155
5381,139.097,-33.915
5400,138.661,-34.451
5401,138.641,-34.264
5410,138.745,-34.345
5411,138.767,-34.256
5412,138.734,-34.156
5413,138.881,-34.038
5414,138.805,-33.99
5415,138.756,-33.912
5416,138.807,-33.816
5417,140.039,-33.47
5418,139.151,-33.433
5419,139.05,-33.319
5420,138.84,-33.217
5421,139.014,-33.144
5422,138.987,-32.871
5431,138.857,-32.593
5432,139.129,-31.859
5433,138.131,-32.305
5434,138.642,-31.552
5440,140.276,-31.433
5451,138.68,-34.037
5452,138.649,-33.969
5453,138.592,-33.883
5454,138.629,-33.483
5455,138.653,-33.697
5460,138.512,-34.293
5461,138.402,-34.062
5462,138.461,-33.843
5464,138.388,-33.684
5470,138.476,-33.568
5471,138.468,-33.467
5472,138.412,-33.375
5473,138.37,-33.268
5480,138.337,-33.107
5481,138.223,-33.009
5482,138.349,-32.866
5483,138.192,-32.812
5485,138.128,-32.637
5490,138.452,-33.165
5491,138.606,-33.2
5493,138.745,-33.028
5495,138.009,-32.868
5501,138.391,-34.466
5502,138.53,-34.47
5510,138.139,-33.919
5520,138.151,-33.778
5521,138.201,-33.528
5522,137.923,-33.647
5523,138.14,-33.38
5540,138.028,-33.214
5550,138.208,-34.131
5552,137.924,-34.092
5554,137.778,-33.982
5555,137.972,-33.719
5556,137.668,-33.893
5558,137.617,-34.122
5560,138.01,-33.887
5570,137.948,-34.258
5571,137.838,-34.452
5572,137.777,-34.235
5573,137.616,-34.409
5575,137.361,-34.926
5576,137.602,-35.014
5577,137.245,-35.066
5580,137.759,-34.667
5581,137.834,-34.76
5582,137.766,-34.898
5583,137.718,-35.073
5600,137.095,-32.972
5601,137.496,-33.033
5602,136.905,-33.525
5603,136.225,-33.878
5604,136.317,-34.065
5605,136.109,-34.252
5606,136.07,-34.927
5607,135.645,-34.243
5608,137.53,-33.03
5609,137.508,-33.027
5630,135.669,-34.42
5631,135.694,-34.26
5632,135.605,-34.064
5633,135.775,-33.535
5640,136.446,-33.566
5641,136.143,-32.994
5642,136.119,-33.55
5650,135.713,-33.243
5651,135.636,-33.124
5652,135.452,-33.019
5653,135.277,-32.936
5654,135.066,-32.986
5655,135.284,-32.597
5660,134.606,-32.599
5661,134.661,-32.378
5670,135.196,-33.516
5671,134.571,-33.06
5680,134.34,-32.412
5690,131.529,-29.999
5700,137.85,-32.583
5701,137.361,-32.232
5710,137.864,-32.509
5713,137.529,-31.477
5715,137.127,-32.347
5717,135.698,-31.943
5719,135.434,-30.781
5720,137.025,-30.211
5722,137.165,-30.454
5723,135.232,-28.957
5724,133.862,-27.075
5725,136.878,-30.483
5730,138.574,-30.953
5731,139.981,-28.204
5732,139.486,-30.43
5733,138.482,-28.313
5734,136.94,-26.913
5950,138.531,-34.946
5960,138.529,-34.79
6000,115.861,-31.95
6003,115.862,-31.943
6004,115.877,-31.957
6005,115.837,-31.957
6006,115.853,-31.927
6007,115.837,-31.935
6008,115.814,-31.953
6009,115.806,-31.985
6010,115.777,-31.97
6011,115.76,-31.995
6012,115.766,-32.015
6014,115.805,-31.937
6015,115.766,-31.936
6016,115.832,-31.92
6017,115.813,-31.911
6018,115.787,-31.887
6019,115.771,-31.907
6020,115.766,-31.846
6021,115.816,-31.877
6022,115.813,-31.851
6023,115.776,-31.833
6024,115.805,-31.832
6025,115.757,-31.801
6026,115.798,-31.8
6027,115.761,-31.755
6028,115.733,-31.727
6029,115.758,-31.876
6030,115.716,-31.683
6031,115.776,-31.688
6032,115.757,-31.639
6033,115.722,-31.596
6034,115.669,-31.584
6035,115.738,-31.525
6036,115.697,-31.643
6037,115.617,-31.485
6038,115.686,-31.614
6041,115.573,-31.362
6042,115.456,-31.265
6043,115.466,-31.179
6044,115.366,-30.93
6050,115.87,-31.926
6051,115.9,-31.937
6052,115.885,-31.914
6053,115.918,-31.917
6054,115.945,-31.899
6055,115.987,-31.864
6056,116.041,-31.855
6057,116.011,-31.95
6058,116.007,-31.984
6059,115.872,-31.888
6060,115.846,-31.902
6061,115.849,-31.864
6062,115.907,-31.885
6063,115.942,-31.863
6064,115.85,-31.834
6065,115.824,-31.772
6066,115.896,-31.84
6067,115.9,-31.814
6068,115.941,-31.825
6069,116.024,-31.768
6070,116.081,-31.925
6071,116.1,-31.888
6072,116.132,-31.917
6073,116.163,-31.923
6074,116.252,-31.961
6076,116.148,-32.013
6077,115.861,-31.755
6078,115.833,-31.634
6079,115.918,-31.73
6081,116.149,-31.863
6082,116.272,-31.785
6083,116.244,-31.709
6084,116.068,-31.592
6090,115.894,-31.859
6100,115.896,-31.965
6101,115.91,-31.985
6102,115.907,-32.004
6103,115.916,-31.961
6104,115.934,-31.942
6105,115.963,-31.955
6106,115.949,-31.993
6107,115.966,-32.017
6108,115.955,-32.06
6109,116.014,-32.043
6110,116.007,-32.085
6111,116.173,-32.161
6112,116.003,-32.164
6121,115.925,-32.236
6122,116.042,-32.244
6123,115.993,-32.277
6124,116.142,-32.356
6125,115.958,-32.366
6126,116.03,-32.437
6147,115.928,-32.044
6148,115.899,-32.033
6149,115.865,-32.069
6150,115.837,-32.061
6151,115.87,-31.981
6152,115.871,-32.008
6153,115.842,-32.024
6154,115.826,-32.039
6155,115.909,-32.074
6156,115.803,-32.037
6157,115.786,-32.036
6158,115.768,-32.038
6159,115.748,-32.037
6160,115.759,-32.053
6161,115.513,-32.006
6162,115.765,-32.068
6163,115.8,-32.088
6164,115.859,-32.133
6165,115.803,-32.196
6166,115.792,-32.152
6167,115.834,-32.222
6168,115.737,-32.261
6169,115.758,-32.324
6170,115.83,-32.267
6171,115.831,-32.329
6172,115.752,-32.373
6173,115.759,-32.406
6174,115.761,-32.425
6175,115.757,-32.444
6176,115.795,-32.417
6180,115.773,-32.482
6181,115.794,-32.478
6182,115.831,-32.43
6207,116.048,-32.518
6208,115.861,-32.654
6209,115.787,-32.545
6210,115.722,-32.539
6211,115.645,-32.716
6213,116.114,-32.678
6214,115.815,-32.756
6215,115.92,-32.858
6218,115.866,-32.958
6220,115.943,-33.028
6221,115.99,-33.158
6223,115.847,-33.181
6224,115.863,-33.232
6225,116.279,-33.388
6226,115.866,-33.294
6227,115.835,-33.331
6228,115.763,-33.328
6229,115.713,-33.347
6230,115.649,-33.38
6232,115.721,-33.311
6233,115.729,-33.206
6236,115.867,-33.434
6237,115.674,-33.505
6239,115.892,-33.595
6240,115.965,-33.534
6243,116.178,-33.712
6244,116.587,-33.923
6251,115.872,-33.725
6252,115.94,-33.752
6253,115.986,-33.805
6254,116.045,-33.847
6255,116.233,-33.87
6256,116.201,-34.066
6258,116.349,-34.342
6260,115.855,-34.418
6262,116.231,-34.685
6271,115.594,-33.587
6275,115.651,-34.033
6280,115.303,-33.721
6281,115.08,-33.615
6282,115.05,-33.689
6284,115.318,-33.862
6285,115.282,-34
