ts,SA,NSW
25/08/2018 13:14,50.218811,49.88382
25/08/2018 13:14,50.219276,49.879803
25/08/2018 13:14,50.220898,49.873867
25/08/2018 13:14,50.222511,49.864243
25/08/2018 13:14,50.222507,49.855145
25/08/2018 13:14,50.219162,49.847282
25/08/2018 13:14,50.215111,49.840496
25/08/2018 13:14,50.212421,49.834599
25/08/2018 13:14,50.210903,49.83358
25/08/2018 13:14,50.20974,49.839386
25/08/2018 13:14,50.213402,49.848465
25/08/2018 13:14,50.217903,49.858028
25/08/2018 13:14,50.220932,49.869804
25/08/2018 13:14,50.226791,49.877213
25/08/2018 13:14,50.232216,49.882236
25/08/2018 13:14,50.233158,49.884087
25/08/2018 13:14,50.229267,49.884254
25/08/2018 13:14,50.220062,49.888866
25/08/2018 13:14,50.20554,49.890228
25/08/2018 13:14,50.190235,49.894012
25/08/2018 13:14,50.178204,49.892471
25/08/2018 13:14,50.173801,49.89362
25/08/2018 13:14,50.176437,49.89658
25/08/2018 13:14,50.182354,49.896717
25/08/2018 13:14,50.192177,49.896988
25/08/2018 13:14,50.208511,49.900562
25/08/2018 13:14,50.224075,49.902843
25/08/2018 13:14,50.231335,49.903267
25/08/2018 13:14,50.232929,49.904457
25/08/2018 13:14,50.229473,49.909306
25/08/2018 13:14,50.219398,49.911827
25/08/2018 13:14,50.20623,49.915318
25/08/2018 13:14,50.193275,49.91769
25/08/2018 13:14,50.183357,49.919769
25/08/2018 13:14,50.179249,49.920918
25/08/2018 13:14,50.177696,49.92495
25/08/2018 13:14,50.178802,49.931499
25/08/2018 13:14,50.184715,49.940525
25/08/2018 13:14,50.196075,49.949783
25/08/2018 13:14,50.209099,49.95734
25/08/2018 13:14,50.221237,49.959381
25/08/2018 13:14,50.229702,49.959045
25/08/2018 13:14,50.232964,49.95874
25/08/2018 13:14,50.232758,49.959389
25/08/2018 13:14,50.226448,49.964809
25/08/2018 13:14,50.217373,49.966007
25/08/2018 13:14,50.207325,49.969975
25/08/2018 13:14,50.196442,49.973419
25/08/2018 13:14,50.188816,49.976257
25/08/2018 13:14,50.187225,49.977848
25/08/2018 13:15,50.190868,49.983204
25/08/2018 13:15,50.197411,49.986145
25/08/2018 13:15,50.206989,49.992767
25/08/2018 13:15,50.216095,49.999397
25/08/2018 13:15,50.222282,50.003117
25/08/2018 13:15,50.224804,50.009094
25/08/2018 13:15,50.222347,50.014988
25/08/2018 13:15,50.215805,50.019157
25/08/2018 13:15,50.205338,50.016228
25/08/2018 13:15,50.193138,50.012024
25/08/2018 13:15,50.181358,50.016884
25/08/2018 13:15,50.173447,50.031704
25/08/2018 13:15,50.170532,50.042126
25/08/2018 13:15,50.176571,50.042168
25/08/2018 13:15,50.188828,50.033962
25/08/2018 13:15,50.203896,50.028866
25/08/2018 13:15,50.219383,50.025768
25/08/2018 13:15,50.233257,50.026588
25/08/2018 13:15,50.241493,50.024521
25/08/2018 13:15,50.242825,50.023689
25/08/2018 13:15,50.239552,50.024536
25/08/2018 13:15,50.232536,50.02504
25/08/2018 13:15,50.223694,50.025486
25/08/2018 13:15,50.2159,50.022865
25/08/2018 13:15,50.21101,50.020565
25/08/2018 13:15,50.208061,50.019627
25/08/2018 13:15,50.206081,50.021839
25/08/2018 13:15,50.206036,50.023872
25/08/2018 13:15,50.20752,50.029369
25/08/2018 13:15,50.211166,50.035484
25/08/2018 13:15,50.219753,50.041744
25/08/2018 13:15,50.227962,50.044548
25/08/2018 13:15,50.229931,50.044659
25/08/2018 13:15,50.228622,50.0466
25/08/2018 13:15,50.226227,50.049541
25/08/2018 13:15,50.223751,50.054325
25/08/2018 13:15,50.221592,50.057205
25/08/2018 13:15,50.219604,50.059616
25/08/2018 13:15,50.217911,50.06411
25/08/2018 13:15,50.216457,50.071312
25/08/2018 13:15,50.217308,50.076893
25/08/2018 13:15,50.217628,50.082455
25/08/2018 13:15,50.216076,50.083157
25/08/2018 13:15,50.21336,50.083717
25/08/2018 13:15,50.208466,50.078655
25/08/2018 13:15,50.202324,50.074726
25/08/2018 13:15,50.198441,50.069885
25/08/2018 13:15,50.197899,50.067123
25/08/2018 13:15,50.199318,50.068226
25/08/2018 13:15,50.20153,50.073421
25/08/2018 13:15,50.20504,50.077763
25/08/2018 13:15,50.21093,50.081528
25/08/2018 13:15,50.216297,50.085945
25/08/2018 13:15,50.218906,50.090641
25/08/2018 13:15,50.218235,50.097469
25/08/2018 13:15,50.215363,50.103424
25/08/2018 13:15,50.210384,50.106541
25/08/2018 13:15,50.204716,50.110069
25/08/2018 13:15,50.198116,50.113598
25/08/2018 13:15,50.193298,50.111599
25/08/2018 13:16,50.190067,50.108799
25/08/2018 13:16,50.188095,50.104847
25/08/2018 13:16,50.191177,50.09837
25/08/2018 13:16,50.20023,50.091873
25/08/2018 13:16,50.215099,50.085285
25/08/2018 13:16,50.228767,50.082249
